,popularity,name,url
49,50,Puerto Morelos,https://www.tripadvisor.com.mx/Restaurants-g240327-Puerto_Morelos_Yucatan_Peninsula.html
50,51,Zacatecas,https://www.tripadvisor.com.mx/Restaurants-g152772-Zacatecas_Central_Mexico_and_Gulf_Coast.html
51,52,Campeche,https://www.tripadvisor.com.mx/Restaurants-g1632078-Campeche_Yucatan_Peninsula.html
52,53,Valladolid,https://www.tripadvisor.com.mx/Restaurants-g499453-Valladolid_Yucatan_Peninsula.html
53,54,Boca del Río,https://www.tripadvisor.com.mx/Restaurants-g154245-Boca_del_Rio_Central_Mexico_and_Gulf_Coast.html
54,55,Tampico,https://www.tripadvisor.com.mx/Restaurants-g151928-Tampico_Northern_Mexico.html
55,56,Durango,https://www.tripadvisor.com.mx/Restaurants-g153978-Durango_Northern_Mexico.html
56,57,Tepic,https://www.tripadvisor.com.mx/Restaurants-g499444-Tepic_Pacific_Coast.html
57,58,Chetumal,https://www.tripadvisor.com.mx/Restaurants-g317139-Chetumal_Yucatan_Peninsula.html
58,59,Puerto Peñasco,https://www.tripadvisor.com.mx/Restaurants-g153981-Puerto_Penasco_Northern_Mexico.html
59,60,Nuevo Vallarta,https://www.tripadvisor.com.mx/Restaurants-g154267-Nuevo_Vallarta_Pacific_Coast.html
60,61,Valle de Bravo,https://www.tripadvisor.com.mx/Restaurants-g499427-Valle_de_Bravo_Central_Mexico_and_Gulf_Coast.html
61,62,Sayulita,https://www.tripadvisor.com.mx/Restaurants-g445056-Sayulita_Pacific_Coast.html
62,63,Irapuato,https://www.tripadvisor.com.mx/Restaurants-g858499-Irapuato_Central_Mexico_and_Gulf_Coast.html
63,64,Bacalar,https://www.tripadvisor.com.mx/Restaurants-g1202648-Bacalar_Yucatan_Peninsula.html
64,65,Ajijic,https://www.tripadvisor.com.mx/Restaurants-g499405-Ajijic.html
65,66,Bucerías,https://www.tripadvisor.com.mx/Restaurants-g657267-Bucerias_Pacific_Coast.html
66,67,Rosarito,https://www.tripadvisor.com.mx/Restaurants-g150774-Rosarito_Baja_California.html
67,68,Celaya,https://www.tripadvisor.com.mx/Restaurants-g777802-Celaya_Central_Mexico_and_Gulf_Coast.html
68,69,Orizaba,https://www.tripadvisor.com.mx/Restaurants-g1082256-Orizaba_Central_Mexico_and_Gulf_Coast.html
69,70,San Pedro Cholula,https://www.tripadvisor.com.mx/Restaurants-g609126-San_Pedro_Cholula_Central_Mexico_and_Gulf_Coast.html
70,71,San Andrés Cholula,https://www.tripadvisor.com.mx/Restaurants-g11804695-San_Andres_Cholula_Central_Mexico_and_Gulf_Coast.html
71,72,Isla Holbox,https://www.tripadvisor.com.mx/Restaurants-g616319-Holbox_Island_Yucatan_Peninsula.html
72,73,Los Mochis,https://www.tripadvisor.com.mx/Restaurants-g319820-Los_Mochis_Pacific_Coast.html
73,74,Tlalnepantla,https://www.tripadvisor.com.mx/Restaurants-g850697-Tlalnepantla_Central_Mexico_and_Gulf_Coast.html
74,75,Tequisquiapan,https://www.tripadvisor.com.mx/Restaurants-g1101793-Tequisquiapan_Central_Mexico_and_Gulf_Coast.html
75,76,Tlaquepaque,https://www.tripadvisor.com.mx/Restaurants-g659617-Tlaquepaque_Guadalajara_Metropolitan_Area.html
76,77,Ciudad del Carmen,https://www.tripadvisor.com.mx/Restaurants-g317140-Ciudad_del_Carmen_Yucatan_Peninsula.html
77,78,Tlaxcala,https://www.tripadvisor.com.mx/Restaurants-g499425-Tlaxcala_Central_Mexico_and_Gulf_Coast.html
78,79,San Juan del Río,https://www.tripadvisor.com.mx/Restaurants-g317138-San_Juan_del_Rio_Central_Mexico_and_Gulf_Coast.html
79,80,San Miguel de Cozumel,https://www.tripadvisor.com.mx/Restaurants-g13882869-San_Miguel_de_Cozumel_Cozumel_Yucatan_Peninsula.html
80,81,Todos Santos,https://www.tripadvisor.com.mx/Restaurants-g150777-Todos_Santos_Baja_California.html
81,82,Comitán,https://www.tripadvisor.com.mx/Restaurants-g1732578-Comitan_Southern_Mexico.html
82,83,Tepoztlán,https://www.tripadvisor.com.mx/Restaurants-g616313-Tepoztlan_Central_Mexico_and_Gulf_Coast.html
83,84,Ciudad Guzmán,https://www.tripadvisor.com.mx/Restaurants-g2151449-Ciudad_Guzman.html
84,85,Tapachula,https://www.tripadvisor.com.mx/Restaurants-g317141-Tapachula_Southern_Mexico.html
85,86,Atizapán de Zaragoza,https://www.tripadvisor.com.mx/Restaurants-g4187137-Atizapan_de_Zaragoza_Central_Mexico_and_Gulf_Coast.html
86,87,Loreto,https://www.tripadvisor.com.mx/Restaurants-g150772-Loreto_Baja_California.html
87,88,San Nicolás de los Garza,https://www.tripadvisor.com.mx/Restaurants-g2333987-San_Nicolas_de_los_Garza_Northern_Mexico.html
88,89,Ciudad Obregón,https://www.tripadvisor.com.mx/Restaurants-g499433-Ciudad_Obregon_Northern_Mexico.html
89,90,Córdoba,https://www.tripadvisor.com.mx/Restaurants-g660265-Cordoba_Central_Mexico_and_Gulf_Coast.html
90,91,Progreso,https://www.tripadvisor.com.mx/Restaurants-g668864-Progreso_Yucatan_Peninsula.html
91,92,Reynosa,https://www.tripadvisor.com.mx/Restaurants-g499440-Reynosa_Northern_Mexico.html
92,93,Valle de Guadalupe,https://www.tripadvisor.com.mx/Restaurants-g499403-Valle_de_Guadalupe_Ensenada_Municipality_Baja_California.html
93,94,Tlajomulco de Zúñiga,https://www.tripadvisor.com.mx/Restaurants-g4278022-Tlajomulco_de_Zuniga_Guadalajara_Metropolitan_Area.html
94,95,Coatzacoalcos,https://www.tripadvisor.com.mx/Restaurants-g499410-Coatzacoalcos_Central_Mexico_and_Gulf_Coast.html
95,96,Ciudad Valles,https://www.tripadvisor.com.mx/Restaurants-g499409-Ciudad_Valles_Central_Mexico_and_Gulf_Coast.html
96,97,Mahahual,https://www.tripadvisor.com.mx/Restaurants-g499450-Mahahual_Costa_Maya_Yucatan_Peninsula.html
97,98,Palenque,https://www.tripadvisor.com.mx/Restaurants-g249851-Palenque_Southern_Mexico.html
98,99,Guadalupe,https://www.tripadvisor.com.mx/Restaurants-g3343018-Guadalupe_Northern_Mexico.html
99,100,Taxco,https://www.tripadvisor.com.mx/Restaurants-g150803-Taxco_Pacific_Coast.html
100,101,Huixquilucan,https://www.tripadvisor.com.mx/Restaurants-g3176878-Huixquilucan_Central_Mexico_and_Gulf_Coast.html
101,102,Salamanca,https://www.tripadvisor.com.mx/Restaurants-g777805-Salamanca_Central_Mexico_and_Gulf_Coast.html
102,103,Chapala,https://www.tripadvisor.com.mx/Restaurants-g2371486-Chapala.html
103,104,Cuatitlán Izcalli,https://www.tripadvisor.com.mx/Restaurants-g3178971-Cuautitlan_Izcalli_Central_Mexico_and_Gulf_Coast.html
104,105,Apodaca,https://www.tripadvisor.com.mx/Restaurants-g1136270-Apodaca_Northern_Mexico.html
105,106,Pátzcuaro,https://www.tripadvisor.com.mx/Restaurants-g499420-Patzcuaro_Central_Mexico_and_Gulf_Coast.html
106,107,Uruapan,https://www.tripadvisor.com.mx/Restaurants-g658423-Uruapan_Central_Mexico_and_Gulf_Coast.html
107,108,Matamoros,https://www.tripadvisor.com.mx/Restaurants-g499436-Matamoros_Northern_Mexico.html
108,109,Punta de Mita,https://www.tripadvisor.com.mx/Restaurants-g499443-Punta_de_Mita_Pacific_Coast.html
109,110,Texcoco,https://www.tripadvisor.com.mx/Restaurants-g2640759-Texcoco_Central_Mexico_and_Gulf_Coast.html
110,111,Tecate,https://www.tripadvisor.com.mx/Restaurants-g499402-Tecate_Baja_California.html
111,112,Cuautla,https://www.tripadvisor.com.mx/Restaurants-g777811-Cuautla_Central_Mexico_and_Gulf_Coast.html
112,113,Puerto Aventuras,https://www.tripadvisor.com.mx/Restaurants-g153510-Puerto_Aventuras_Yucatan_Peninsula.html
113,114,Tepatitlán de Morelos,https://www.tripadvisor.com.mx/Restaurants-g2048993-Tepatitlan_de_Morelos.html
114,115,Coatepec,https://www.tripadvisor.com.mx/Restaurants-g667449-Coatepec_Central_Mexico_and_Gulf_Coast.html
115,116,Cuauhtémoc,https://www.tripadvisor.com.mx/Restaurants-g1656804-Cuauhtemoc_Northern_Mexico.html
116,117,Atlixco,https://www.tripadvisor.com.mx/Restaurants-g1941253-Atlixco_Central_Mexico_and_Gulf_Coast.html
117,118,Dolores Hidalgo,https://www.tripadvisor.com.mx/Restaurants-g499412-Dolores_Hidalgo_Central_Mexico_and_Gulf_Coast.html
118,119,Nuevo Laredo,https://www.tripadvisor.com.mx/Restaurants-g150784-Nuevo_Laredo_Northern_Mexico.html
119,120,Mazunte,https://www.tripadvisor.com.mx/Restaurants-g658264-Mazunte_Southern_Mexico.html
120,121,Tulancingo,https://www.tripadvisor.com.mx/Restaurants-g2044808-Tulancingo_Central_Mexico_and_Gulf_Coast.html
121,122,Nogales,https://www.tripadvisor.com.mx/Restaurants-g150783-Nogales_Northern_Mexico.html
122,123,La Cruz de Huanacaxtle,https://www.tripadvisor.com.mx/Restaurants-g1026781-La_Cruz_de_Huanacaxtle_Pacific_Coast.html
123,124,San Pancho,https://www.tripadvisor.com.mx/Restaurants-g552077-San_Francisco_Pacific_Coast.html
124,125,Lagos de Moreno,https://www.tripadvisor.com.mx/Restaurants-g499415-Lagos_de_Moreno.html
125,126,Ciudad Victoria,https://www.tripadvisor.com.mx/Restaurants-g499434-Ciudad_Victoria_Northern_Mexico.html
126,127,Ciudad Madero,https://www.tripadvisor.com.mx/Restaurants-g3733916-Ciudad_Madero_Northern_Mexico.html
127,128,San Juan Teotihuacán,https://www.tripadvisor.com.mx/Restaurants-g499421-San_Juan_Teotihuacan_Central_Mexico_and_Gulf_Coast.html
128,129,Piedras Negras,https://www.tripadvisor.com.mx/Restaurants-g499439-Piedras_Negras_Northern_Mexico.html
129,130,Tequila,https://www.tripadvisor.com.mx/Restaurants-g775272-Tequila.html
130,131,Zacatlán,https://www.tripadvisor.com.mx/Restaurants-g2440580-Zacatlan_Central_Mexico_and_Gulf_Coast.html
131,132,San Carlos,https://www.tripadvisor.com.mx/Restaurants-g151933-San_Carlos_Northern_Mexico.html
132,133,Ixtapan de la Sal,https://www.tripadvisor.com.mx/Restaurants-g317136-Ixtapan_de_la_Sal_Central_Mexico_and_Gulf_Coast.html
133,134,Zamora de Hidalgo,https://www.tripadvisor.com.mx/Restaurants-g1728850-Zamora_de_Hidalgo_Central_Mexico_and_Gulf_Coast.html
134,135,Monclova,https://www.tripadvisor.com.mx/Restaurants-g499437-Monclova_Northern_Mexico.html
135,136,Tehuacán,https://www.tripadvisor.com.mx/Restaurants-g1065260-Tehuacan_Central_Mexico_and_Gulf_Coast.html
136,137,Arandas,https://www.tripadvisor.com.mx/Restaurants-g1888686-Arandas.html
137,138,Ciudad Nezahualcóyotl,https://www.tripadvisor.com.mx/Restaurants-g1074309-Ciudad_Nezahualcoyotl_Central_Mexico_and_Gulf_Coast.html
138,139,Santiago,https://www.tripadvisor.com.mx/Restaurants-g1205795-Santiago_Northern_Mexico.html
139,140,Malinalco,https://www.tripadvisor.com.mx/Restaurants-g1727977-Malinalco_Central_Mexico_and_Gulf_Coast.html
140,141,Zipolite,https://www.tripadvisor.com.mx/Restaurants-g1515813-Zipolite_Southern_Mexico.html
141,142,Poza Rica,https://www.tripadvisor.com.mx/Restaurants-g1202655-Poza_Rica_Central_Mexico_and_Gulf_Coast.html
142,143,San Luis Río Colorado,https://www.tripadvisor.com.mx/Restaurants-g1753703-San_Luis_Rio_Colorado_Northern_Mexico.html
143,144,Tepotzotlán,https://www.tripadvisor.com.mx/Restaurants-g1918646-Tepotzotlan_Central_Mexico_and_Gulf_Coast.html
144,145,Municipio de Tuxpan,https://www.tripadvisor.com.mx/Restaurants-g14977316-Tuxpan_Municipality_Central_Mexico_and_Gulf_Coast.html
145,146,Apizaco,https://www.tripadvisor.com.mx/Restaurants-g3181075-Apizaco_Central_Mexico_and_Gulf_Coast.html
146,147,Guaymas,https://www.tripadvisor.com.mx/Restaurants-g151934-Guaymas_Northern_Mexico.html
147,148,Holbox,https://www.tripadvisor.com.mx/Restaurants-g15327568-Holbox_Holbox_Island_Yucatan_Peninsula.html
148,149,Rincón de Guayabitos,https://www.tripadvisor.com.mx/Restaurants-g552078-Rincon_de_Guayabitos_Pacific_Coast.html
149,150,Tula de Allende,https://www.tripadvisor.com.mx/Restaurants-g644393-Tula_de_Allende_Central_Mexico_and_Gulf_Coast.html
150,151,Ecatepec,https://www.tripadvisor.com.mx/Restaurants-g3178980-Ecatepec_Central_Mexico_and_Gulf_Coast.html
151,152,San Felipe,https://www.tripadvisor.com.mx/Restaurants-g150775-San_Felipe_Baja_California.html
152,153,Heroica Caborca,https://www.tripadvisor.com.mx/Restaurants-g1150269-Heroica_Caborca_Northern_Mexico.html
153,154,Tonalá,https://www.tripadvisor.com.mx/Restaurants-g499426-Tonala_Guadalajara_Metropolitan_Area.html
154,155,Mazamitla,https://www.tripadvisor.com.mx/Restaurants-g666387-Mazamitla.html
155,156,Los Barriles,https://www.tripadvisor.com.mx/Restaurants-g1544261-Los_Barriles_Baja_California.html
156,157,Minatitlán,https://www.tripadvisor.com.mx/Restaurants-g1065258-Minatitlan_Central_Mexico_and_Gulf_Coast.html
157,158,Melaque,https://www.tripadvisor.com.mx/Restaurants-g1015430-Melaque_Costalegre.html
158,159,Akumal,https://www.tripadvisor.com.mx/Restaurants-g499445-Akumal_Yucatan_Peninsula.html
159,160,Tapalpa,https://www.tripadvisor.com.mx/Restaurants-g670009-Tapalpa.html
160,161,Escobedo,https://www.tripadvisor.com.mx/Restaurants-g3194228-Escobedo_Northern_Mexico.html
161,162,Barra de Navidad,https://www.tripadvisor.com.mx/Restaurants-g153292-Barra_de_Navidad_Costalegre.html
162,163,Silao,https://www.tripadvisor.com.mx/Restaurants-g858493-Silao_Central_Mexico_and_Gulf_Coast.html
163,164,Iguala,https://www.tripadvisor.com.mx/Restaurants-g652399-Iguala_Pacific_Coast.html
164,165,Guadalupe,https://www.tripadvisor.com.mx/Restaurants-g8521595-Guadalupe_Central_Mexico_and_Gulf_Coast.html
165,166,Parras de la Fuente,https://www.tripadvisor.com.mx/Restaurants-g499438-Parras_de_la_Fuente_Northern_Mexico.html
166,167,Chilpancingo de los Bravo,https://www.tripadvisor.com.mx/Restaurants-g735431-Chilpancingo_de_los_Bravo_Pacific_Coast.html
167,168,Playas de Rosarito,https://www.tripadvisor.com.mx/Restaurants-g14941161-Playas_de_Rosarito_Baja_California.html
168,169,Comala,https://www.tripadvisor.com.mx/Restaurants-g1744419-Comala_Pacific_Coast.html
169,170,San Juan de los Lagos,https://www.tripadvisor.com.mx/Restaurants-g2312118-San_Juan_de_Los_Lagos.html
170,171,Coacalco,https://www.tripadvisor.com.mx/Restaurants-g7262249-Coacalco_Central_Mexico_and_Gulf_Coast.html
171,172,Bernal,https://www.tripadvisor.com.mx/Restaurants-g1535336-Bernal_Central_Mexico_and_Gulf_Coast.html
172,173,Municipio de Lázaro Cárdenas,https://www.tripadvisor.com.mx/Restaurants-g14976653-Lazaro_Cardenas_Municipality_Central_Mexico_and_Gulf_Coast.html
173,174,El Pescadero,https://www.tripadvisor.com.mx/Restaurants-g1636027-El_Pescadero_Baja_California.html
174,175,Mineral del Monte,https://www.tripadvisor.com.mx/Restaurants-g1745444-Mineral_del_Monte_Central_Mexico_and_Gulf_Coast.html
175,176,Ocotlán,https://www.tripadvisor.com.mx/Restaurants-g1602409-Ocotlan.html
176,177,Ciudad Satélite,https://www.tripadvisor.com.mx/Restaurants-g11807337-Ciudad_Satelite_Central_Mexico_and_Gulf_Coast.html
177,178,Corregidora,https://www.tripadvisor.com.mx/Restaurants-g14001649-Corregidora_Central_Mexico_and_Gulf_Coast.html
178,179,Salina Cruz,https://www.tripadvisor.com.mx/Restaurants-g3176955-Salina_Cruz_Southern_Mexico.html
179,180,Guerrero Negro,https://www.tripadvisor.com.mx/Restaurants-g499400-Guerrero_Negro_Baja_California.html
180,181,Zapotlanejo,https://www.tripadvisor.com.mx/Restaurants-g1673162-Zapotlanejo.html
181,182,Navojoa,https://www.tripadvisor.com.mx/Restaurants-g1675339-Navojoa_Northern_Mexico.html
182,183,Villa de Álvarez,https://www.tripadvisor.com.mx/Restaurants-g3160464-Villa_de_Alvarez_Pacific_Coast.html
183,184,Ocoyoacac,https://www.tripadvisor.com.mx/Restaurants-g2167709-Ocoyoacac_Central_Mexico_and_Gulf_Coast.html
184,185,Xilitla,https://www.tripadvisor.com.mx/Restaurants-g635968-Xilitla_Central_Mexico_and_Gulf_Coast.html
185,186,Huamantla,https://www.tripadvisor.com.mx/Restaurants-g499413-Huamantla_Central_Mexico_and_Gulf_Coast.html
186,187,Paraíso,https://www.tripadvisor.com.mx/Restaurants-g1836971-Paraiso_Central_Mexico_and_Gulf_Coast.html
187,188,Tizimín,https://www.tripadvisor.com.mx/Restaurants-g1632775-Tizimin_Yucatan_Peninsula.html
188,189,Chiapa de Corzo,https://www.tripadvisor.com.mx/Restaurants-g499408-Chiapa_de_Corzo_Southern_Mexico.html
189,190,La Peñita de Jaltemba,https://www.tripadvisor.com.mx/Restaurants-g644395-La_Penita_de_Jaltemba_Pacific_Coast.html
190,191,La Piedad,https://www.tripadvisor.com.mx/Restaurants-g499414-La_Piedad_Central_Mexico_and_Gulf_Coast.html
191,192,Calvillo,https://www.tripadvisor.com.mx/Restaurants-g2205583-Calvillo_Central_Mexico_and_Gulf_Coast.html
192,193,Cuetzalán del Progreso,https://www.tripadvisor.com.mx/Restaurants-g1065259-Cuetzalan_del_Progreso_Central_Mexico_and_Gulf_Coast.html
193,194,Delicias,https://www.tripadvisor.com.mx/Restaurants-g1137948-Delicias_Northern_Mexico.html
194,195,Municipio de Hermosillo,https://www.tripadvisor.com.mx/Restaurants-g14977095-Hermosillo_Municipality_Northern_Mexico.html
195,196,Tecolutla,https://www.tripadvisor.com.mx/Restaurants-g1202653-Tecolutla_Central_Mexico_and_Gulf_Coast.html
196,197,Nuevo Casas Grandes,https://www.tripadvisor.com.mx/Restaurants-g1137950-Nuevo_Casas_Grandes_Northern_Mexico.html
197,198,Santa Catarina,https://www.tripadvisor.com.mx/Restaurants-g3194248-Santa_Catarina_Northern_Mexico.html
198,199,Hidalgo del Parral,https://www.tripadvisor.com.mx/Restaurants-g659933-Hidalgo_del_Parral_Northern_Mexico.html
199,200,Ocosingo,https://www.tripadvisor.com.mx/Restaurants-g1651237-Ocosingo_Southern_Mexico.html
200,201,Troncones,https://www.tripadvisor.com.mx/Restaurants-g445057-Troncones_Pacific_Coast.html
201,202,Zitácuaro,https://www.tripadvisor.com.mx/Restaurants-g499428-Zitacuaro_Central_Mexico_and_Gulf_Coast.html
202,203,Ciudad Acuña,https://www.tripadvisor.com.mx/Restaurants-g499432-Ciudad_Acuna_Northern_Mexico.html
203,204,Amealco de Bonfil,https://www.tripadvisor.com.mx/Restaurants-g616314-Amealco_de_Bonfil_Central_Mexico_and_Gulf_Coast.html
204,205,Brisas de Zicatela,https://www.tripadvisor.com.mx/Restaurants-g7683993-Brisas_de_Zicatela_Southern_Mexico.html
205,206,Jocotepec,https://www.tripadvisor.com.mx/Restaurants-g667915-Jocotepec.html
206,207,Costa Mujeres,https://www.tripadvisor.com.mx/Restaurants-g23328775-Costa_Mujeres_Yucatan_Peninsula.html
207,208,Yelapa,https://www.tripadvisor.com.mx/Restaurants-g504234-Yelapa_Costalegre.html
208,209,Valle de Santiago,https://www.tripadvisor.com.mx/Restaurants-g1048632-Valle_de_Santiago_Central_Mexico_and_Gulf_Coast.html
209,210,Solidaridad,https://www.tripadvisor.com.mx/Restaurants-g12900715-Solidaridad_Yucatan_Peninsula.html
210,211,Papantla,https://www.tripadvisor.com.mx/Restaurants-g1202651-Papantla_Central_Mexico_and_Gulf_Coast.html
211,212,Fresnillo,https://www.tripadvisor.com.mx/Restaurants-g3181080-Fresnillo_Central_Mexico_and_Gulf_Coast.html
212,213,Amecameca,https://www.tripadvisor.com.mx/Restaurants-g670639-Amecameca_Central_Mexico_and_Gulf_Coast.html
213,214,Salvatierra,https://www.tripadvisor.com.mx/Restaurants-g1961269-Salvatierra_Central_Mexico_and_Gulf_Coast.html
214,215,Cholula,https://www.tripadvisor.com.mx/Restaurants-g10796331-Cholula_Central_Mexico_and_Gulf_Coast.html
215,216,Chelem,https://www.tripadvisor.com.mx/Restaurants-g1205929-Chelem_Yucatan_Peninsula.html
216,217,Izamal,https://www.tripadvisor.com.mx/Restaurants-g616322-Izamal_Yucatan_Peninsula.html
217,218,San Sebastián del Oeste,https://www.tripadvisor.com.mx/Restaurants-g2080701-San_Sebastian_del_Oeste.html
218,219,San Antonio Tlayacapan,https://www.tripadvisor.com.mx/Restaurants-g7008636-San_Antonio_Tlayacapan.html
219,220,Cabo Corrientes,https://www.tripadvisor.com.mx/Restaurants-g4004460-Cabo_Corrientes.html
220,221,La Manzanilla,https://www.tripadvisor.com.mx/Restaurants-g793333-La_Manzanilla_Costalegre.html
221,222,San Blas,https://www.tripadvisor.com.mx/Restaurants-g150794-San_Blas_Pacific_Coast.html
222,223,Lerma,https://www.tripadvisor.com.mx/Restaurants-g3799417-Lerma_Central_Mexico_and_Gulf_Coast.html
223,224,Mulegé,https://www.tripadvisor.com.mx/Restaurants-g153974-Mulege_Baja_California.html
224,225,Alvarado,https://www.tripadvisor.com.mx/Restaurants-g1729203-Alvarado_Central_Mexico_and_Gulf_Coast.html
225,226,Ciudad Constitución,https://www.tripadvisor.com.mx/Restaurants-g1967113-Ciudad_Constitucion_Baja_California.html
226,227,Gómez Palacio,https://www.tripadvisor.com.mx/Restaurants-g1137945-Gomez_Palacio_Northern_Mexico.html
227,228,Huauchinango,https://www.tripadvisor.com.mx/Restaurants-g3180204-Huauchinango_Central_Mexico_and_Gulf_Coast.html
